,price,year,developer,item_id
239,4.99,2004.0,Ascaron Entertainment ltd.,12470.0
240,4.99,2006.0,Headfirst Productions,22340.0
241,14.99,2007.0,Bethesda Game Studios,22330.0
242,14.99,2002.0,Bethesda Game Studios,22320.0
243,19.99,2009.0,Bethesda Game Studios®,900883.0
244,4.99,2007.0,Deck 13,12440.0
245,9.99,1999.0,NovaLogic,32710.0
246,9.99,1998.0,NovaLogic,32740.0
247,4.99,2008.0,Mascot Entertainment,12460.0
248,9.99,2009.0,Techland,21980.0
249,6.99,2007.0,HeR Interactive,31860.0
250,6.99,2006.0,HeR Interactive,31900.0
251,6.99,2008.0,HeR Interactive,31920.0
252,6.99,2007.0,HeR Interactive,31930.0
253,0.0,2008.0,Digital Eel,35800.0
254,9.99,2009.0,,12690.0
255,19.99,2009.0,Telltale Games,31170.0
256,19.99,2009.0,Capcom,21660.0
257,9.99,2007.0,Frontier,6080.0
258,5.99,1992.0,LucasArts,6010.0
259,5.99,2003.0,Planet Moon Studios,6090.0
260,9.99,2005.0,Pandemic Studios,6060.0
261,5.99,1989.0,LucasArts,32310.0
262,19.99,2008.0,Traveller's Tales,32330.0
263,9.99,2009.0,LucasArts,32360.0
264,12.99,2008.0,GFI Russia,35300.0
265,9.99,2009.0,Targem Games,35310.0
266,6.99,2009.0,HeR Interactive,31980.0
267,0.0,2009.0,Her Interactive,31990.0
268,9.99,2006.0,Wanako Games,10140.0
269,19.99,2006.0,Sierra,10100.0
270,19.99,2007.0,Saber Interactive,10130.0
271,19.99,2006.0,Sierra,10110.0
272,7.99,2009.0,Tripwire Interactive,1256.0
273,9.99,2008.0,Artech Studios,10120.0
274,6.99,2009.0,"PopTop Software,BreakAway Games,Frog City Software",33520.0
275,4.99,2009.0,SpinTop Games,3610.0
276,9.99,2008.0,Capcom,21680.0
277,9.99,2009.0,Capcom,21670.0
278,4.99,2009.0,Deadline Games,21030.0
279,4.99,2009.0,Sakari Indie,36000.0
280,9.99,2003.0,"BioWare,Aspyr (Mac)",32370.0
281,9.99,2009.0,Hemisphere Games,29180.0
282,9.99,1998.0,Black Isle Studios,38410.0
283,9.99,2001.0,14° East,38420.0
284,9.99,1999.0,Xatrix Entertainment,38430.0
285,9.99,2000.0,Shiny Entertainment,38440.0
286,0.0,2009.0,IO Interactive,35050.0
287,19.99,2009.0,Telltale Games,31180.0
288,19.99,2009.0,iWin,37960.0
289,9.99,2009.0,iWin,38000.0
290,4.99,2009.0,Size Five Games,37400.0
291,9.99,2005.0,Ubisoft Montreal,13570.0
292,9.99,2009.0,,11390.0
293,4.99,2009.0,Unicorn Games Studio,34420.0
294,14.99,2009.0,Blue Fang,43100.0
295,9.99,2009.0,,33730.0
296,9.99,2009.0,IO Interactive,35000.0
297,19.99,2009.0,"Freeze Tag Inc.,iQ212",39392.0
298,19.99,1999.0,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",39391.0
299,2.99,2009.0,"Vectorpark, Inc.",37600.0
300,24.99,2009.0,All Aboard,24029.0
301,9.99,2009.0,MumboJumbo,32140.0
302,19.99,2009.0,Telltale Games,31190.0
303,19.99,2009.0,NovaLogic,32770.0
304,17.99,2009.0,Dovetail Games,208306.0
305,9.99,2009.0,PlayFirst,37300.0
306,19.99,2009.0,Dovetail Games,208300.0
307,9.99,2009.0,Piranha Bytes,40300.0
308,3.99,2009.0,Honeyslug,35070.0
309,9.99,2009.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",10606.0
310,9.99,2009.0,Amanita Design,40700.0
311,9.99,2007.0,EA Los Angeles,24840.0
312,19.99,2009.0,Slightly Mad Studios,24870.0
313,14.99,2009.0,Runic Games,41500.0
314,19.99,2009.0,EA Los Angeles,24800.0
315,19.99,2009.0,FireFly Studios,901735.0
316,4.99,2009.0,Nitro Games,42800.0
317,9.99,2009.0,Homegrown Games,39560.0
318,14.99,2009.0,"Phenomic,THQ Nordic",39550.0
319,9.99,2009.0,Animation Arts,40330.0
320,4.99,2009.0,Stormregion,40320.0
321,19.99,2009.0,Telltale Games,31200.0
322,4.99,2009.0,1C Company,3130.0
323,4.99,2009.0,Konstantin Koshutin,41100.0
324,9.99,2009.0,Phenomic,39540.0
325,9.99,2005.0,Wargaming.net,34640.0
326,9.99,2003.0,Wargaming.net,34630.0
327,6.99,2009.0,HeR Interactive,42200.0
328,14.99,2009.0,Croteam,41000.0
329,9.99,2009.0,Animation Arts,40340.0
330,19.99,2009.0,BioWare,17450.0
331,4.99,2009.0,Citeremis Inc.,37100.0
332,1.99,2009.0,Yullaby,37500.0
333,9.99,2009.0,Crystal Empire Games,42810.0
334,19.99,2009.0,"Infinity Ward,Aspyr (Mac)",10180.0
335,19.99,2009.0,"Traveller's Tales,Feral Interactive (Mac)",32440.0
336,4.99,2007.0,"Triumph Studios,Virtual Programming",11450.0
337,9.99,2008.0,"Triumph Studios,Virtual Programming",12710.0
338,14.99,2007.0,EA Los Angeles,24790.0
339,4.99,2008.0,KranX Productions,29120.0
340,19.99,2009.0,EA Los Angeles,24810.0
341,14.99,2009.0,Positech Games,41800.0
342,9.99,2009.0,Gaijin Entertainment,45300.0
343,9.99,2005.0,inXile Entertainment,41900.0
344,0.0,2009.0,Defence Alliance Team,35420.0
345,19.99,2009.0,"LucasArts,Aspyr Studios",32430.0
346,9.99,2009.0,Paradox Interactive,25806.0
347,19.99,2009.0,Bethesda Game Studios,22370.0
348,5.99,2009.0,Positech Games,41802.0
349,9.99,2007.0,Hip Soft,38080.0
350,9.99,2008.0,Hip Soft,38090.0
351,9.99,2009.0,Hip Soft,38100.0
352,9.99,2009.0,iWin,38070.0
353,1.99,2009.0,Spidermonk Entertainment,38210.0
354,19.99,2008.0,Capcom,45700.0
355,9.99,2010.0,ClockStone Studios,46410.0
356,9.99,2009.0,Hip Soft,38110.0
357,0.0,2010.0,Octoshark Studios,17570.0
358,4.99,2008.0,Alawar,38130.0
359,9.99,2010.0,Alawar,38160.0
360,9.99,2009.0,Alawar,38150.0
361,4.99,2007.0,Alawar,38120.0
362,4.99,2009.0,Alawar,38140.0
363,6.99,2010.0,Sandlot Games,36300.0
364,6.99,2010.0,Sandlot Games,36310.0
365,6.99,2010.0,Cateia Games,36320.0
366,9.99,2010.0,Chaos Concept,37030.0
367,19.99,2010.0,Traveller's Tales,32450.0
368,0.0,2010.0,Eurocom,34180.0
369,4.99,2010.0,New Star Games Ltd,44100.0
370,0.99,2010.0,Paradox Interactive,25960.0
371,6.99,2010.0,The Farm 51,46250.0
372,9.99,2007.0,Awem Studio,38180.0
373,7.49,2010.0,Rebellion,10695.0
374,9.99,2001.0,Croteam,41050.0
375,19.99,2010.0,All Aboard,24055.0
376,19.99,2010.0,TaleWorlds Entertainment,48700.0
377,4.99,2010.0,ZoopTEK,39900.0
378,4.99,2010.0,Beatnik Games,49900.0
379,9.99,2010.0,Fatshark,42120.0
380,19.99,2010.0,Rockstar North / Toronto,12220.0
381,4.99,2010.0,Other Ocean Interactive,45730.0
382,0.99,2010.0,Nemesys Games,45400.0
383,9.99,2010.0,Cold Beam Games,49600.0
384,19.99,2010.0,Telltale Games,901399.0
385,9.99,2010.0,Realmforge Studios,43500.0
386,4.99,2010.0,Gaijin Entertainment,45302.0
387,4.99,2010.0,The Odd Gentlemen,40930.0
388,4.99,2003.0,THQ Nordic,39640.0
389,4.99,2001.0,THQ Nordic,39630.0
390,1.99,2010.0,Red Chain Games Ltd.,23150.0
391,9.99,2006.0,Big Fish Games,50940.0
392,9.99,2008.0,Big Fish Games,50920.0
393,2.99,2010.0,"The Creative Assembly,Feral Interactive (Mac)",34178.0
394,6.99,2008.0,Sarbakan,37340.0
395,6.99,2009.0,PlayFirst,37390.0
396,6.99,2009.0,Absolutist Ltd.,37310.0
397,6.99,2007.0,PlayFirst,37360.0
398,6.99,2009.0,PlayFirst,49000.0
399,6.99,2010.0,PlayFirst,37330.0
400,6.99,2008.0,PlayFirst,37320.0
401,6.99,2007.0,PlayFirst,37370.0
402,6.99,2009.0,PlayFirst,37380.0
403,9.99,2010.0,G5 Entertainment,19080.0
404,0.0,2008.0,ISOTX,31700.0
405,14.99,2010.0,Climax Studios,19030.0
406,0.0,2010.0,Press Play,50820.0
407,4.99,2010.0,Muse Games,49800.0
408,4.99,2010.0,Ideas Pad,33650.0
409,19.99,2010.0,Ubisoft,901478.0
410,4.99,2010.0,Kokakiki,33660.0
411,2.99,2010.0,SEGA,34281.0
412,2.99,2010.0,SEGA,34272.0
413,61.99,2010.0,D3T Limited,34270.0
414,2.99,2010.0,SEGA,34276.0
415,2.99,2010.0,SEGA,34274.0
416,2.99,2010.0,SEGA,34275.0
417,2.99,2010.0,SEGA,34277.0
418,2.99,2010.0,SEGA,34273.0
419,2.99,2010.0,SEGA,34280.0
420,4.99,2010.0,SEGA,34278.0
421,2.99,2010.0,SEGA,34282.0
422,2.99,2010.0,SEGA,34279.0
423,14.99,2010.0,Obsidian Entertainment,34010.0
424,9.99,2010.0,Team17 Software Ltd.,22610.0
425,4.99,2010.0,Bethesda Game Studios,22440.0
426,0.99,2010.0,Hidden Path Entertainment,18508.0
427,4.99,2010.0,Bethesda Game Studios,22430.0
428,4.99,2010.0,Bethesda Game Studios,22410.0
429,4.99,2010.0,Bethesda Game Studios,22420.0
430,0.0,2010.0,Valve,630.0
431,4.99,2010.0,Bethesda Game Studios,22400.0
432,19.99,2003.0,"EA - Maxis,Aspyr (Mac)",24780.0
433,14.99,2010.0,"Akella,.dat",33670.0
434,4.99,2010.0,"Arcen Games, LLC",40420.0
435,9.99,2010.0,Invent4 Entertainment,34920.0
436,3.99,2010.0,Blue Byte,48136.0
437,9.99,2008.0,Dagger Games,46720.0
438,9.99,2010.0,IO Interactive,28000.0
439,9.99,2010.0,Rune Forge,39680.0
440,0.99,2010.0,Paradox Interactive,25962.0
441,19.99,2010.0,N3V Games,24634.0
442,4.99,2010.0,Ino-Co,63900.0
443,29.99,2011.0,"2K Czech,Feral Interactive (Mac)",50130.0
444,4.99,2010.0,Dovetail Games,24075.0
445,9.99,2010.0,Infinite Interactive,47540.0
446,9.99,2010.0,doublesix,50510.0
447,1.99,2010.0,Playbrains,25760.0
448,1.99,2010.0,Playbrains,25763.0
449,1.99,2010.0,Playbrains,25762.0
450,2.99,2010.0,Playbrains,25764.0
451,9.99,2010.0,Paradox Development Studio,42980.0
452,19.99,2010.0,VStep,48800.0
453,19.99,2010.0,Team17 Digital Ltd,22600.0
454,14.99,2010.0,Muzzy Lane Software,46770.0
455,8.99,2010.0,Bohemia Interactive,65700.0
456,19.99,2010.0,Paradox Development Studio,42960.0
457,0.0,2010.0,DnS Development,27930.0
458,1.99,2010.0,Playbrains,25761.0
459,5.99,2010.0,IO Interactive,28010.0
460,1.99,2010.0,IO Interactive,28012.0
461,19.99,2010.0,N3V Games,24640.0
462,2.99,2010.0,IO Interactive,28011.0
463,4.99,2002.0,GSC Game World,4850.0
464,5.99,2010.0,Revolution Software Ltd,57640.0
465,4.99,2010.0,Zoë Mode,62100.0
466,9.99,2010.0,"2K Czech,Feral Interactive (Mac)",50145.0
467,1.99,2010.0,City Interactive,34841.0
468,4.99,2010.0,Terry Cavanagh,70300.0
469,3.99,2010.0,Blue Byte,48137.0
470,19.99,2010.0,Frictional Games,57300.0
471,19.99,2010.0,EasyGameStation,70400.0
472,3.99,2010.0,Dedication Games,46600.0
473,2.99,2010.0,SEGA,34314.0
474,2.99,2010.0,SEGA,34310.0
475,4.99,2010.0,exosyphen studios,70100.0
476,4.99,2010.0,exosyphen studios,70110.0
477,9.99,2010.0,Subsoap,38600.0
478,14.99,2010.0,Gaming Minds Studios,57620.0
479,2.99,2010.0,SEGA,34284.0
480,14.99,2010.0,Katauri Interactive,63910.0
481,4.99,2010.0,Dovetail Games,24082.0
482,29.99,2010.0,"Firaxis Games,Aspyr (Mac, Linux)",8930.0
483,4.99,2010.0,Nitro Games,49310.0
484,9.99,2002.0,Croteam,41060.0
485,9.99,2010.0,Blind Mind Studios,70900.0
486,2.99,2010.0,Krome Studios,9940.0
487,9.99,2010.0,Team17 Digital Ltd,22650.0
488,0.0,2010.0,Croteam,901553.0
489,19.99,2010.0,Vigil Games,50620.0
490,4.99,1999.0,Egosoft,2840.0
491,9.99,2010.0,NeoCoreGames,42920.0
492,19.99,2007.0,ArenaNet®,29700.0
493,4.99,2000.0,Egosoft,2850.0
494,9.99,,Triumph Studios,61510.0
495,7.99,2010.0,I Sioux Game Productions B.V.,70200.0
496,14.99,2010.0,I Sioux Game Productions B.V.,70210.0
497,9.99,,Triumph Studios,61520.0
498,5.99,,Triumph Studios,61500.0
499,19.99,2010.0,Electronic Arts,47790.0
500,9.99,2010.0,"Headup Games,Silent Dreams",46450.0
501,19.99,2010.0,"CAPCOM CO., LTD.",45750.0
502,4.99,2010.0,Stickmen Studios,57800.0
503,9.99,2010.0,Obsidian Entertainment,22380.0
504,6.99,2010.0,Dmytry Lavrov,67000.0
505,4.99,2010.0,Ivy Games,80300.0
506,9.99,2010.0,Noumenon Games,50000.0
507,4.99,2010.0,"Firaxis Games,Aspyr (Mac, Linux)",16868.0
508,14.99,2010.0,Hothead Games,18040.0
509,2.99,2010.0,SEGA,71115.0
510,2.99,2010.0,SEGA,34317.0
511,2.99,2010.0,SEGA,71114.0
512,2.99,2010.0,SEGA,71112.0
513,4.99,2010.0,SEGA,71113.0
514,2.99,2010.0,SEGA,71111.0
515,2.99,2010.0,SEGA,71110.0
516,2.99,2010.0,SEGA,34319.0
517,2.99,2010.0,SEGA,34318.0
518,2.99,2010.0,SEGA,34316.0
519,2.99,2010.0,SEGA,34315.0
520,9.99,2010.0,Klei Entertainment,6120.0
521,9.99,2010.0,Teotl Studios,35460.0
522,19.99,2010.0,Aspyr Studios,32500.0
523,4.99,2010.0,Firemint,62000.0
524,4.99,2010.0,Ascaron Entertainment ltd.,33570.0
525,9.99,2010.0,Gaijin Games,63700.0
526,1.99,2010.0,1C Company,46362.0
527,4.99,2010.0,Nitro Games,49320.0
528,4.99,2010.0,Tomkorp Computer Solutions Inc.,72400.0
529,1.99,2010.0,Paradox Interactive,42964.0
530,3.99,2010.0,Double Helix Games,43011.0
531,9.99,2010.0,Centauri Production,33980.0
532,6.99,2009.0,Centauri Production,65710.0
533,12.99,2010.0,Centauri Production,33990.0
534,4.99,2007.0,Altar Games,33950.0
535,9.99,2010.0,React Games,65400.0
536,39.99,2010.0,Treyarch,42700.0
537,0.99,2010.0,Sonic Boom Games,38923.0
538,4.99,2010.0,Joshyy,72500.0
539,4.99,2010.0,Oddworld Inhabitants,15740.0
540,1.99,2010.0,Sonic Boom Games,38924.0
541,9.99,2010.0,Oddworld Inhabitants,15750.0
542,4.99,2010.0,"Ntreev Soft Co., Ltd.",45500.0
543,19.99,2010.0,Telltale Games,31290.0
544,9.99,2002.0,Rockstar Games,12100.0
545,14.99,2005.0,Rockstar Games,12120.0
546,3.49,2011.0,Crystal Dynamics Inc.,35135.0
547,3.49,2011.0,Crystal Dynamics Inc.,35137.0
548,3.49,2011.0,Crystal Dynamics,35138.0
549,3.49,2011.0,Crystal Dynamics Inc.,35136.0
550,9.99,2003.0,Rockstar Games,12110.0
551,9.99,2011.0,Brightside Games,33390.0
552,4.99,2011.0,Extend Studio,92300.0
553,14.99,2011.0,BlueGiant Interactive,80000.0
554,19.99,2011.0,Visceral Games,47780.0
555,9.99,2011.0,Big Fish Studios,51060.0
556,4.99,2011.0,Cateia Games,65080.0
557,2.99,2011.0,SEGA,71168.0
558,4.99,2011.0,Uber Entertainment,63200.0
559,9.99,2011.0,MumboJumbo,60340.0
560,2.99,2011.0,SEGA,71116.0
561,2.99,2011.0,SEGA,71161.0
562,2.99,2011.0,SEGA,71119.0
563,2.99,2011.0,SEGA,71118.0
564,2.99,2011.0,SEGA,71117.0
565,4.99,2011.0,SEGA,71166.0
566,2.99,2011.0,SEGA,71165.0
