,items_count,user_id,price
129,286,1001101001110101,3368.63
130,50,100355,524.66
131,130,10051997,1249.17
132,307,10101010101010109,3721.1
133,42,101010101111,382.8
134,8,101010102,70.93
135,45,1010102,223.85
136,7,101013483181348,14.99
137,9,1010231464,44.97
138,128,1011001,1223.17
139,52,1011010101101101010101,634.53
140,14,1011012001,49.96
141,21,101316,254.84
142,6,1016523030,0.0
143,29,101676057,270.86
144,36,10197226,271.74
145,98,101thegreenguy,1272.6
146,13,102547508,19.99
147,45,102598615,161.86
148,7,1032165460,64.95
149,21,1052218979baidu,242.85999999999999
150,38,10817,334.8
151,150,109284293753647,1837.9099999999999
152,109,10936543792,1033.25
153,31,10948278193,69.96
154,1,109654,0.0
155,178,109leonidas,1841.86
156,150,10Degree,1238.08
157,21,10gp,169.89
158,56,10outof10matee,604.62
159,20,10oyard,209.88
160,140,11010011011,1603.01
161,42,1101167413,533.65
162,73,110211021,488.62
163,76,110321565469,817.99
164,65,1103703132946,722.55
165,62,111190869,798.56
166,28,111222333222111,274.83
167,52,111222333444555666888,575.6899999999999
168,10,11123xxx3122,59.95
169,44,11124,440.71
170,47,11141995,566.58
171,242,111s,2271.23
172,65,111zerosen,419.52
173,177,1122305938,2374.75
174,23,112asdasfasdasd,0.0
175,34,11345678,247.86
176,76,113595,1059.4099999999999
177,82,1136579070,686.5899999999999
178,37,11464789,301.79
179,102,11567jj,466.74
180,56,1163321,361.81
181,15,117007,129.92
182,67,117331,341.75
183,11,117a2,119.92999999999999
184,166,117arbiter,1600.5
185,70,11925219096,692.62
186,60,119922883377446655123456789,263.82
187,215,11XGX,2705.2999999999997
188,3,12021988,0.0
189,120,120445,935.77
190,21,120488700,264.92
191,16,12110604,194.89
192,33,1212343456567878909,340.82
193,33,12123871234989120,147.88
194,126,12125,1347.17
195,4,1214551565454556,0.0
196,129,121478,1599.2
197,9,121598558,0.0
198,177,12223536,2041.11
199,38,122249_700b,318.74
200,17,122799,54.97
201,43,123123123131231231,295.87
202,31,12312312332123,205.86
203,50,12312341244123,519.77
204,48,1231343263534243534,540.65
205,65,123232343432555686888554456555,623.67
206,64,1232999,732.67
207,59,12332165478953761,763.51
208,77,1233451231252123,204.91000000000003
209,33,1233zaazen,390.8
210,3,12341008,14.99
211,28,12341846,301.77
212,46,1234321115,524.68
213,2,1234455565,19.99
214,33,12345123456,312.82
215,38,1234567124567,439.76
216,73,12345676543456789098543,437.71
217,48,1234567810132,144.85
218,131,123456787654329,1328.24
219,206,12345678901234567890123456567890,2789.4
220,98,1234567890192837465,860.52
221,41,1234567890qweccrtht,377.78999999999996
222,4,1234567890qwertyuiop,34.98
223,2,12345678910123,4.99
224,81,12345678910a,1163.4
225,10,1234567898354127873,44.95
226,269,123456789874561232145678,2847.09
227,37,123456789_Kappa,410.25
228,71,123456789diamond987654321,700.54
229,155,1234567io9872345678765432,1356.08
230,17,12345gh,204.92000000000002
231,76,1234865654,463.64
232,44,1234derpaa,434.72999999999996
233,124,12391939123,824.91
234,35,12398uf8jg21390,307.78000000000003
235,25,12399017,160.82999999999998
236,2,123abc321,0.0
237,91,123abccba,1005.42
238,48,123amazing123,315.85
239,52,123curssin123,409.81
240,15,123franz789,54.97
241,87,123joshua321,940.3
242,137,123repulseMe,1087.25
243,2,123sharpshooter123,0.0
244,2,1242163634531636,9.98
245,43,12435674325tyughnb,480.71999999999997
246,107,12435gg,482.69
247,8,124653tf,129.97
248,3,124681,19.99
249,75,1249012512908890112890,745.08
250,2,124c7937,0.0
251,81,12524,298.8
252,99,12536475869trhgsdf,559.46
253,64,12549,223.88
254,105,12779,787.48
255,10,128463821947,69.97
256,2,12874175635ELITE,4.99
257,81,128bitbit,144.9
258,49,1294120970512,515.67
259,155,129874182,1695.9099999999999
260,35,12DeAgostoAs12HRSe26MIN,280.78
261,48,12_gauge_org,287.89
262,20,12das,44.96
263,41,1300655506nigga,312.72
264,128,13012,1322.22
265,135,131312,1668.07
266,144,1313Lcf,1982.87
267,56,131467132,448.77
268,139,13199708,1843.93
269,66,1321742413,238.85
270,43,132413244231,351.77
271,28,13272310,84.97
272,18,13371337133713337,139.97
273,95,133742069174,1028.51
274,113,1337666133766613376661337,1367.15
275,5,133774553644535355354,9.99
276,110,1337Akraken,1148.35
277,38,1337_K_REW,84.95
278,269,1337_Speak,2520.39
279,67,1337hunter,618.4
280,3,1337leetSloth,39.97
281,197,1337lolroflmao,1911.82
282,103,1337mlg,495.53999999999996
283,91,1337putin,1759.05
284,23,1343534566,227.85
285,42,13457856281,317.76
286,8,1345adfg,0.0
287,17,134679jc333,59.96
288,63,135781,903.4499999999999
289,176,1373648137417,1618.96
290,371,137731251236671466147,5236.26
291,222,13971397,2839.42
292,3,1398199813,9.99
293,398,13lazer,5478.54
294,33,13omadragon,224.88
295,61,13salva,593.62
296,31,1408129010,244.89
297,179,142331415,1715.6399999999999
298,3,142412412124142,0.0
299,111,14372193,344.81
300,62,143865,419.76
301,70,1440454,638.5799999999999
302,48,144289919655093823,512.63
303,140,1452221660414,1585.19
304,1,14528910,0.0
305,3,1454235887,0.0
306,94,145578,1015.97
307,34,1456237,412.74
308,27,1457184935981,172.88
309,29,146847798098,49.97
310,17,14725836900,134.91
311,180,14747,1873.59
312,99,147532984,919.51
313,12,147751,202.85999999999999
314,348,14789633698741,4522.14
315,7,148203604,0.0
316,113,150010792,156.84
317,152,150230,1881.61
318,17,1513412123111331,147.85
319,41,151995,134.91
320,83,1522188745,542.63
321,14,1540359,70.97
322,87,154352,444.71999999999997
323,27,1546328127418,329.88
324,38,154930493,427.82
325,156,15511551,1103.1
326,21,155754572,114.92999999999999
327,255,15632897,3166.12
328,487,157645,4826.71
329,102,15832789427,1060.5
330,101,1591240764,377.0
331,124,15934,1694.1299999999999
332,377,159zse159,4891.03
333,14,1607426135,39.96
334,64,1626466724893520,584.68
335,13,163050995,0.0
336,68,16362426247,493.63
337,11,16395,59.959999999999994
338,138,16538,2357.98
339,21,16748438,274.88
340,53,169420666,322.74
341,90,17-04-2000,557.67
342,134,17101710,1353.09
343,28,1711338513531,210.85
344,196,171516,1556.97
345,12,1726432,189.96
346,19,17291799,154.92
347,24,172954833,0.0
348,2,173902,9.99
349,79,1739902091026,266.8
350,51,174561864923145,452.71999999999997
351,159,174gamecuman700kngkakak,1324.21
352,47,17731773,310.71
353,24,177652,494.76
354,69,17829463213,419.81
355,121,1800-Ricohut,1009.3199999999999
356,7,1800FkMyVajj,14.99
357,2,18023009,14.99
358,66,180577,578.59
359,105,18082001,680.28
360,153,18228272828,1632.12
361,21,182748927838783778382,120.9
362,44,182828282,479.71
363,72,18283848,971.5
364,2,1829369648,0.0
365,154,18481,2094.8
366,28,1850172512752815,147.41
367,80,18504965711,1041.45
368,17,1859082899,68.95
369,1,186038013,0.0
370,43,1870380085,298.79
371,39,1873410337,379.83
372,52,1875489156748,381.74
373,121,187625,390.63
374,204,18855881,2878.39
375,35,1889999999999999,249.91
376,32,19-20-5-20-27-5-18,154.88
377,2,190120001826,0.0
378,87,1920410,1074.44
379,51,19210801,215.86
380,94,1922001,510.1
381,82,1930234,591.69
382,103,19365,1391.17
383,137,19372250,1938.91
384,9,1937648259137856lkjnoik,44.96
385,14,1944086851,64.95
386,26,1947CARROTS,104.93
387,135,194847383,949.3299999999999
388,113,1956aa1,1387.69
389,69,195862,595.66
390,94,19702316748,937.31
391,5,19720911,0.0
392,13,19820182123,169.94
393,207,1994dbc,2009.96
394,7,1997-07-06_J077,29.98
395,41,19990923,224.91
396,27,199A,138.91
397,70,19te_Polska,964.43
398,32,1BUCK80,319.87
399,20,1GN33L,224.88
400,59,1MLG2U,350.57
401,196,1NFR33,1938.91
402,52,1R1M1,318.75
403,30,1UK33Y,354.78999999999996
404,25,1_Taipan,356.84
405,76,1a1u14,360.75
406,104,1dog636,1037.24
407,91,1epicninja,989.4399999999999
408,70,1iam1iam1iam,799.7
409,82,1jamesn4,930.4
410,23,1qaz2wwx010,44.97
411,319,1silentsniper1,3587.89
412,179,1snap,1933.55
413,52,1stBLUE-COW,342.77
414,162,1stpionpaul,2021.72
415,42,1sttperson,379.77
416,245,1v1meguy,3161.02
417,28,1v1meinclubpenguinscrub,329.82
418,70,1v1mim8,658.55
419,60,2000jtc,683.66
420,4,2001911,9.99
421,139,200220006,1805.03
422,27,20041213,19.98
423,59,200719917302,799.61
424,18,200px-spy-taunt-laugh,64.96
425,252,2011368123,3075.04
426,4,20115011,9.99
427,15,205723552,29.98
428,85,2080308,722.47
429,31,2092000666,160.87
430,84,210519992016,588.6
431,21,21072013,39.98
432,32,211011374,499.78
433,9,21129393,34.97
434,13,2114521846341684,149.91
435,17,2121312,34.97
436,6,2125125126,34.97
437,17,212blair212,104.92
438,200,213123123132,460.66
439,13,21321112399,184.92
440,7,2139093311,9.99
441,35,215251,312.83
442,92,216712138,878.55
443,92,218939137821738213127983,602.6
444,13,219121912191,44.97
445,5,21lord21drag,59.97
446,98,22109203,667.11
447,26,222081994,305.88
448,35,2222224444555985,204.9
449,131,2222455,1366.1299999999999
450,17,2233dog15,245.9
451,51,22491987,307.83
452,77,22502250,872.5699999999999
453,72,225544,769.51
454,17,225555,195.89
455,10,226rep,159.94
456,25,2271531450,84.91
457,47,2293371488,225.29
458,18,23012003,94.94
459,184,231091,2625.6
460,37,2311985201258745633313,341.83
461,60,231321455,274.82
462,122,23142433253545,1249.24
463,32,23184798,97.91
464,158,2323534545,1294.07
465,8,233433,22.979999999999997
466,52,2342526,619.66
467,99,23434454365463446754546576e45646,756.4499999999999
468,52,2345XXXXX,313.74
469,28,234671,144.89
470,88,235269,1110.76
471,27,235324234732,255.76
472,49,2364786499,609.52
473,74,23745736,413.8
474,2,2378695,34.98
475,23,2390746539217,355.87
476,84,23974656456,709.56
477,22,2398,151.85999999999999
478,145,23Batman05,1312.16
479,70,23jesus23,619.64
480,15,24045681579016271,29.97
481,34,24101738,59.99
482,7,243567890,44.97
483,76,2435689,626.52
484,26,2435764824567835,149.9
485,74,24453,1100.51
486,80,2448531,387.62
487,134,24532453,1141.3
488,121,24596,814.8199999999999
489,11,24681256447,67.94999999999999
490,25,246823,265.85
491,154,247211,1390.0
492,106,2479742,1245.37
493,7,248392584,30.96
494,277,248482,2808.41
495,49,24862345243,691.65
496,45,24902,402.79
497,181,249758,3243.35
498,9,24BallerJK,39.97
499,77,24CmRuler,858.5
500,99,25050,825.6
501,15,25061841,170.89
502,98,25230405,984.4
503,34,25231341243,213.85
504,106,2539428377924,817.5
505,18,256565,178.9
506,690,2571,8121.349999999999
507,121,259987556434546,1113.69
508,30,25_Years_Since_Freddie,309.81
509,36,26070,475.72999999999996
510,5,2608739,24.98
511,94,26292919,585.62
512,8,2647891,39.97
513,73,2688789326887893,245.88
514,284,269485,3786.56
515,106,27073108,1218.4
516,58,27601MCM,299.79
517,2,27649735,0.0
518,91,2768820078,1545.27
519,127,279519365,993.54
520,29,27dnguyen,226.77
521,124,28019769,2178.94
522,7,2826,110.94
523,160,2891723967123,1908.8999999999999
524,32,28yelkco,219.84
525,86,29017637452801,496.54
526,68,291129112911291129112911,489.65
527,18,29123,114.94
528,2,2933725,0.0
529,8,2987654235,15.98
530,46,29998000,259.84
531,122,2Chill,1179.08
532,82,2Degrees,1133.44
533,12,2EzRogueDH,99.96000000000001
534,61,2JZEEEEBABY,787.5699999999999
535,117,2Lethal,1207.31
536,29,2Ryo2Know,217.85
537,362,2Ta4,3370.24
538,82,2ZESTY4ME,420.75
539,1,2amigosupremos753,0.0
540,898,2cq,9145.869999999999
541,160,2d4nk4m3,692.37
542,84,2edgy4youboi,775.49
543,79,2ez2xl,721.5
544,32,2ez4medick,382.74
545,39,2fast4u271,256.76
546,14,2g00d4u,100.92
547,33,2greasy,362.76
548,22,2ik4tf,165.86
549,9,2kewl4you,19.99
550,31,2lstgun,237.84
551,24,2matoe,150.87
552,149,2muchred,1661.84
553,101,2nerdssemvida,187.79
554,1,2pac_Skai,0.0
555,303,2pacisaliveincuba,3445.63
556,18,2ptwisted,131.94
557,151,2red12,1753.97
558,219,2sBs,2457.39
559,11,2sd31,170.9
560,10,2seggy4um8havalook,54.97
561,57,2she,483.58
562,291,2sneaky5u,3116.87
563,199,2spookis,1592.44
564,323,2spooky,3816.99
565,23,2unimaginative4u,40.96
566,42,2v1meyoucheekyscrub,554.76
567,55,2xDelorean,419.71
568,97,30035115,1328.29
569,14,300799,24.98
570,1,30102000,0.0
571,33,30102002,167.32999999999998
572,105,3021Daniel,1366.24
573,5,3038070,34.980000000000004
574,70,3046123,843.61
575,67,305010,882.52
576,29,30699,214.91
577,3,30XxPikachuxX03,0.0
578,378,313134,4525.83
579,36,314155156915923,243.77
580,21,31456576727471577757175717,39.97
581,73,31575,184.8
582,58,317733235,345.73
583,75,317984739321,467.71999999999997
584,15,317jim,14.99
585,42,318941651,270.81
586,44,3197,467.66999999999996
587,11,320RustPro,29.97
588,107,3214213216,224.19
589,26,321541,253.81
590,2,3218998529,19.98
591,66,3265899423,432.71
592,294,326759263846544,1864.44
593,19,329838102,49.96
594,79,32bitmaximus,1115.29
595,9,33275,69.95
596,1,3333322,0.0
597,15,333333259,129.93
598,59,33334scat,432.76
599,24,333666333111,245.86
600,234,333hab,2435.29
601,7,33442,14.99
602,111,334756875,605.5
603,16,34234252sd,49.97
604,118,3423523425433425,1528.11
605,52,343221221,471.76
606,41,34324132,556.6999999999999
607,27,343574890,221.88
608,14,34383536,117.42
609,18,343rox,190.88
610,1,34451,0.0
611,90,3456457568,710.6
612,28,34565754,384.84
613,9,3456669133723,44.97
614,180,345675,2276.67
615,44,34568535890075433578,527.76
616,92,34573671264yi,639.56
617,31,345827357205098,194.88
618,132,3496148694969,1644.3899999999999
619,32,350176,235.86
620,184,350241,2256.0099999999998
621,30,352039981386723,384.77
622,99,3523436346,1238.24
623,29,35353534,281.82
624,161,35475,2163.23
625,149,3548548564856498484894,1791.8999999999999
626,22,3565Jason,174.92
627,32,36033,171.84
628,10,360NoScopeMLGBLAZEGirlGamer69,79.95
629,314,360j1mmy,3750.08
630,101,3635,374.71
631,8,363997099,59.97
632,22,36864,328.78999999999996
633,127,369231461278416,814.56
634,259,36_T,3272.83
635,99,373848099,793.54
636,136,37755753,1727.93
637,69,378366354,581.7
638,144,37891266723,1371.17
639,16,380012,213.87
640,84,381644,882.54
641,25,38174962156174513,364.88
642,20,38189307,178.83
643,18,387561,162.89999999999998
644,725,38927497,8154.45
645,13,38y685ie4e89r78,64.96
646,89,391204566,1296.42
647,6,3Ldota,29.98
648,113,3dster,1133.21
649,140,3eBpA,1044.24
650,114,3lAckCAt,861.37
651,106,3mike,1261.12
652,41,3mperi0,369.76
653,139,3nv3y,1800.87
654,24,3ring,146.85
655,6,3stantedja,14.99
656,70,3teGZ_Rorschach,1123.48
657,66,3th3,215.86
658,41,3vild33d,490.7
659,146,3xU,1443.21
660,76,3xc4l18urblue,802.4
661,153,3xotic26,1904.76
662,18,400primetopkeks,151.87
663,10,4017209381,19.99
664,54,402553929,502.74
665,91,4043RROR,889.47
666,86,404PlayerNotFound,983.38
667,16,404ok4561687987879847,104.94999999999999
668,33,4131723314123,148.82
669,40,414291,287.79999999999995
670,51,41781029,367.67
671,26,4200769711,134.9
672,31,4201,483.75
673,73,4202346,563.6
674,23,420BlazeItMLG,24.98
675,199,420Blz,2243.75
676,40,420BlzeIT,219.84
677,102,420DankMasterKush420,861.9
678,48,420NigelGaming420,324.77
679,18,420_Blaze_It_Fgt,0.0
680,43,420believe,429.69
681,29,420blazedondaweedguyz,239.85
682,5,420blazefag00t,94.97
683,22,420blazeitbitches,255.81
684,30,420blaznnoscope,116.9
685,137,420box,1469.05
686,14,420cheekycunt,89.92999999999999
687,53,420dankmemer,461.64
688,92,420fedora,1024.27
689,36,420gandalfyoda,499.74
690,18,420haybale,87.94
691,31,420lol420,74.94999999999999
692,32,420slender,322.78999999999996
693,20,4234213234124,54.96
694,9,42456,45.94
695,24,42654264,207.94
696,1,427533764,0.0
697,217,42978717,2587.59
698,29,42rsfw42efwrwr,159.97
699,13,4301945,63.93
700,70,4321louis,515.02
701,19,4324434,110.9
702,80,434238948,239.82999999999998
703,76,434546464,902.55
704,140,44196,1804.78
705,4,442199,14.99
706,34,44290,195.87
707,204,4432XABLAU,1562.38
708,76,4454664,894.51
709,36,4456829,290.84999999999997
710,47,44579,390.81
711,25,44845991789,301.8
712,10,44925952,79.94
713,3,452213,14.99
714,45,45236243663663643636,684.63
715,3,45378665,19.99
716,38,4545451111,84.97
717,8,4545648,24.97
718,12,454575878752,18.98
719,70,45514551,451.72999999999996
720,91,45544554455445,922.38
721,3,45622hd,14.98
722,8,4563453467436754656677,107.96000000000001
723,38,4564231564,462.71
724,45,4567cabi,378.7
725,58,45685748567857,494.7
726,21,45748930,19.99
727,40,45826755958,544.8100000000001
728,64,458768,443.68
729,7,458769873675,117.94
730,275,45883274,3015.0099999999998
731,3,45979,0.0
732,192,46366536564574576346346546,620.63
733,12,4687843213132,122.89999999999999
734,16,4735736754,64.96
735,6,47444744,44.97
736,73,47DollarsInMyBankAccount,891.47
737,224,47enth,2745.83
738,70,4801,819.53
739,4,4805766,0.0
740,123,48226746,1595.24
741,10,483752394756293478563845,19.98
742,94,486259317,603.61
743,19,4Elementals,11.99
744,39,4KnightArtorias,9.99
745,173,4RCH4NG3Ll,1296.02
746,127,4_5C12U13,1410.97
747,2,4bigs,9.99
748,23,4d1t,382.87
749,187,4hwei,1630.6
750,24,4i20swagyolo69,127.85
751,31,4loreseeker,103.42
752,127,4mrtm,715.87
753,78,4n0m4ly,920.42
754,51,4n631,609.6999999999999
755,116,4nti-y0u,1434.1399999999999
756,89,4op2U,621.51
757,48,4p4ch3,515.64
758,53,4skin5head,641.71
759,20,4tiles,327.83
760,213,50899161,2225.12
761,47,51041,479.73
762,95,51134243,857.42
763,518,512356,4130.99
764,74,51252151215512,514.75
765,38,512am,329.83
766,8,513659145,95.95
767,81,51564210333,528.59
768,100,519130312,641.47
769,71,519348245,229.65
770,299,51centcorn,2783.19
771,28,51jets,126.89
772,2,52554261,0.0
773,245,527788235,2658.12
774,26,53071407,349.88
775,51,53112195114,369.73
776,50,5318064,690.65
777,204,5343039,3509.36
778,83,535346456636,239.85
779,178,53774,2391.62
780,101,5400540054005400,1240.36
781,35,54263144,269.88
782,19,54321DrOpThEbAsS,215.84
783,25,5438910,89.94
784,133,544183980,1551.43
785,33,544542132154524145,7.99
786,23,54494292,94.93
787,17,5453V3,113.91
788,89,54546545,847.45
789,71,54678907652,685.5
790,351,5469782134896,3923.94
791,74,548547248072804,740.48
792,57,54Strat,593.63
793,199,54r93,2778.5
794,16,550455,0.0
795,14,554076033,154.95000000000002
796,133,55432147,625.64
797,91,5554Grovesy,969.47
798,23,5564321,139.92
799,53,558092,333.74
800,52,564743553uy5367,479.74
801,61,567234,450.73
802,6,56745879956,0.0
803,34,56748930,319.8
804,100,5678LetMeCyaBootyShake,792.43
805,107,5692496235797644,1268.3
806,101,5739108,1158.26
807,37,57841325,249.36
808,12,5790870877878,0.0
809,10,579132657905,54.96
810,40,58077979,211.77
811,170,58254410,1507.05
812,1,58291756,4.99
813,104,5856565456564,1003.47
814,92,58981044,508.6
815,65,5901,678.4499999999999
816,52,59285912859,485.65
817,241,5975,2892.2799999999997
818,23,5LuG,179.88
819,99,5car3crow,1241.22
820,72,5h0tL3s5,903.5
821,42,5nakebit3,414.77
822,83,5p1ca,1036.3999999999999
823,24,5spooky420me,196.88
824,1,5unDe,0.0
825,1,5weetness,0.0
826,122,5yearoldrexrex111,1303.1499999999999
827,87,60324133769,613.39
828,95,6060548,1128.4
829,15,60sSpiderman,49.95
830,21,61241571,149.92000000000002
831,26,61428,210.85999999999999
832,77,616333,22.979999999999997
833,69,61782,496.78
834,30,618554,184.88
835,116,6294421419,831.59
836,26,63246555,59.96
837,3,6344143214,9.99
838,74,63718432421321321312,299.84
839,150,63Hayden,1272.6299999999999
840,43,6435677448,466.77
841,131,64512328,974.46
842,36,64574574574744,174.87
843,221,64723864,2342.55
844,12,650326,86.94
845,47,6524696969,372.78
846,154,653448,1748.95
847,49,6545_Sniffler,1326.55
848,179,65464684,1734.97
849,48,65711642,525.5799999999999
850,138,657475591245,1542.15
851,335,6592,3802.16
852,30,66083299,363.79
853,41,66113860,509.75
854,236,666101,3305.37
855,121,66666669999999,1268.3
856,25,666999661,199.81
857,505,666NeCrO,6373.68
858,133,666slayerr666,1136.3
859,88,66839427,891.43
860,78,66d,701.53
861,54,66ot,485.64
862,90,67162763,335.71
863,128,6738497298564377854673421,992.28
864,14,67712702,64.95
865,35,678rtv45,194.85999999999999
866,54,679gog,537.65
867,59,67samjosh,583.56
868,178,68496742234,2036.22
869,110,6871,973.34
870,34,69133709,300.79
871,116,69222518,634.59
872,28,692412341234,50.949999999999996
873,168,6935,1846.62
874,51,694201337694201337,174.88
875,38,696969696969699,363.25
876,293,696969697,3471.5699999999997
877,22,697235,169.91
878,97,698959,1127.37
879,85,69_420_bl41e_fgt,807.48
880,34,69bmw,245.85999999999999
881,100,69doggystyle,687.62
882,18,69madman,111.89
883,33,6C_Troll,352.78999999999996
884,337,6dighero,4040.46
885,82,6ex6ex6ex,815.45
886,11,6golf6,84.94
887,84,6teencarz,923.4399999999999
888,6,70293553,54.96
889,60,71124,550.65
890,96,711armageddoncarmageddon,772.4
891,28,7122456,79.95
892,100,71251241,326.78
893,10,7225eternally,59.959999999999994
894,1,72345,14.99
895,140,72345436754433546,1017.38
896,53,723943123,494.74
897,2,72947282842,34.98
898,9,735102120,14.99
899,198,737911,721.39
900,136,739567275,955.25
901,38,739749287981,154.35
902,28,740449400,319.83
903,207,74345,2256.32
904,19,743748734,74.98
905,54,7466NHK,109.96000000000001
906,132,748237482374284792,341.73
907,57,74987000,420.62
908,690,750805,8326.23
909,56,7515953,438.77
910,37,75498,281.77
911,119,756755557153145,1061.23
912,28,75791513,154.85
913,99,75k12,1193.3799999999999
914,34,76415,189.88
915,57,76561193688520497,603.57
916,30,76561197960271609,239.8
917,42,76561197960277635,434.64
918,37,76561197960279587,412.71
919,36,76561197960279912,395.71
920,26,76561197960281419,254.78
921,16,76561197960285738,134.87
922,24,76561197960285909,224.84
923,13,76561197960286077,99.88
924,184,76561197960286950,1907.58
925,254,76561197960288186,3694.92
926,14,76561197960295773,119.87
927,71,76561197960298230,739.5
928,28,76561197960299496,359.75
929,96,76561197960301970,1461.2
930,1168,76561197960324641,13154.289999999999
931,33,76561197960324664,255.75
932,78,76561197960324928,1176.36
933,24,76561197960333283,180.8
934,17,76561197960339094,100.86
935,47,76561197960364170,485.62
936,63,76561197960366346,630.55
937,75,76561197960390517,985.43
938,94,76561197960425229,1346.24
939,47,76561197960426941,475.67
940,21,76561197960438497,169.82
941,34,76561197960453899,389.75
942,64,76561197960454309,935.57
943,34,76561197960459970,363.72999999999996
944,77,76561197960461312,958.4399999999999
945,10,76561197960462807,59.910000000000004
946,214,76561197960467275,2355.88
947,25,76561197960468120,299.78999999999996
948,18,76561197960470293,139.85
949,25,76561197960471546,289.79999999999995
950,51,76561197960471761,540.56
951,26,76561197960478402,240.29999999999998
952,36,76561197960478966,369.8
953,59,76561197960481739,657.5699999999999
954,8,76561197960499156,49.92
955,14,76561197960508459,114.88
956,16,76561197960531365,144.86
957,22,76561197960541850,149.85
958,199,76561197960549169,2493.2799999999997
959,56,76561197960564189,667.59
960,29,76561197960565919,464.77
961,68,76561197960571317,596.46
962,29,76561197960572371,329.78
963,85,76561197960575139,1383.2
964,167,76561197960577481,1970.6599999999999
965,16,76561197960580457,120.85
966,31,76561197960589167,289.78
967,29,76561197960607334,254.76999999999998
968,21,76561197960608571,135.84
969,21,76561197960611419,194.82999999999998
970,25,76561197960617353,234.84
971,17,76561197960666461,94.89
972,66,76561197960693758,653.5799999999999
973,187,76561197960694096,2346.56
974,207,76561197960713250,2626.2999999999997
